filename,model,locality,condition,gender,reference,hypothesis,wer,cer,entity_correct,latency_sec
10_banashankari_noisy.wav,indicconformer-600m,Banashankari,noisy,female,banashankari second stage mein rehta hoon bhai,बनशगर सकड सटज म रहत हबई,1.0,0.8913,True,0.983
11_hsrlayout_quiet.wav,indicconformer-600m,HSR Layout,quiet,male,ji haan mera address hsr layout hai sector 2,ज ह मर एडरस एचएसआर लआउट ह सकटर ट,1.0,0.8409,True,1.034
12_btmlayout_noisy.wav,indicconformer-600m,BTM Layout,noisy,male,btm layout mein hoon yaar stage 1 side,बटएम लवट म ह यर सज वन सइड,1.0,0.8684,False,0.896
13_majestic_rushed.wav,indicconformer-600m,Majestic,rushed,male,main abhi majestic bus stand ke paas hoon thoda wait karo,म अभ मजसटक बस क पस थड वट कर,1.0,0.8596,False,1.788
14_silkboard_noisy.wav,indicconformer-600m,Silk Board,noisy,male,yaar silk board pe bahut jam hai ek ghante se khada hoon,यर सलकबरड प बहत जन ह एक घट स खद ह,1.0,0.8214,False,1.586
15_bellandur_quiet.wav,indicconformer-600m,Bellandur,quiet,male,bellandur lake ke paas ek pg mein rehta hoon,बलदर लक क पस एक पज मम रहत ह,1.0,0.8182,True,0.928
16_sarjapur_whispered.wav,indicconformer-600m,Sarjapur,whispered,female,sarjarpur road pe shift ho gaya hoon main pichhle mahine,सरजरपर रड पर शफट ह गए हमय पछल महन,1.0,0.8571,False,1.159
17_bommanahalli_noisy.wav,indicconformer-600m,Bommanahalli,noisy,male,bommanahalli mein kaam dhundh raha hoon koi vacancy hai kya,बममनहल म कम ढढ रह ह कई वकस ह कय,1.0,0.8475,True,1.525
18_krpuram_rushed.wav,indicconformer-600m,KR Puram,rushed,male,kr puram station ke paas hoon baad mein baat karta hoon,कआरपरम सटशन क पस हन बद म हम बत कररत ह,1.0,0.8364,False,1.02
19_peenya_quiet.wav,indicconformer-600m,Peenya,quiet,female,peenya industrial area mein ek factory mein kaam karta hoon,पनय इडसटरयल एरय म एक फकटर म कम करत ह,1.0,0.8475,True,1.052
20_yeshwanthpur_noisy.wav,indicconformer-600m,Yeshwanthpur,noisy,male,haan bhai yeshwanthpur station ke paas hi rehta hoon,हनबइग यशदपर सटशन क पस रहत ह,1.0,0.8846,False,1.802
21_koramangala_english_quiet.wav,indicconformer-600m,Koramangala,quiet,male,yes im currently staying in koramangala near the sony signal area,ए एम करनलस चगग करमगल नयरत सण सगनलरय,1.0,0.8923,True,1.535
22_indiranagar_english_noisy.wav,indicconformer-600m,Indiranagar,noisy,female,can you send the package to my indiranagar address before friday evening,कन सड पचजसई इदरनगर डरगस रफर फइड इवन,1.0,0.9028,True,1.388
01_koramangala_quiet.wav,sarvam-saaras-v3,Koramangala,quiet,male,haan bhai main koramangala mein rehta hoon near sony world signal,han bhai main koramangala mein rahata hoon near sony world signal,0.1818,0.0462,True,3.285
02_indiranagar_noisy.wav,sarvam-saaras-v3,Indiranagar,noisy,female,mera ghar indiranagar mein hai hundred feet road ke paas,mere ghar indiranagar mein hai hundred feet road ke paas,0.1,0.0179,True,0.372
03_whitefield_quiet.wav,sarvam-saaras-v3,Whitefield,quiet,female,main whitefield se hoon office bhi wahee hai,main whitefield se hoon office bhi vahi hai,0.125,0.0682,True,0.732
04_electroniccity_noisy.wav,sarvam-saaras-v3,Electronic City,noisy,male,haan sir electronic city phase 1 mein kaam karta hoon,hi sir electronics system mein kaam karta hun,0.6,0.3019,False,1.094
05_marathahalli_whispered.wav,sarvam-saaras-v3,Marathahalli,whispered,male,abhi marathahalli bridge ke paas hoon thoda busy area hai,abhi marathahalli bridge ke paas on thoda busy hai,0.2,0.1228,True,0.48
06_jayanagar_quiet.wav,sarvam-saaras-v3,Jayanagar,quiet,male,main jayanagar mein rehta hoon fourth block,main jaynagar mein rehta hoon fourth block,0.1429,0.0233,True,0.422
07_rajajinagar_noisy.wav,sarvam-saaras-v3,Rajajinagar,noisy,male,rajajinagar mein ek room dhoondh raha hoon budget kam hai,rajadhinagar mein ek room dhoond raha hun budget kaam hai,0.4,0.1053,True,0.742
08_hebbal_rushed.wav,sarvam-saaras-v3,Hebbal,rushed,female,haa haa hebbal flyover ke paas rehta hoon jaldi batao,haan haan hebbal flyover ke paas rehta hoon jaldi batao,0.2,0.0377,True,0.51
09_yelahanka_quiet.wav,sarvam-saaras-v3,Yelahanka,quiet,male,yelahanka mein ek naya flat liya hai humne,yelahanka mein ek naya flat liya hai humne,0.0,0.0,True,0.462
10_banashankari_noisy.wav,sarvam-saaras-v3,Banashankari,noisy,female,banashankari second stage mein rehta hoon bhai,banshangri second stage mein rehta hun bye,0.4286,0.1739,False,0.328
11_hsrlayout_quiet.wav,sarvam-saaras-v3,HSR Layout,quiet,male,ji haan mera address hsr layout hai sector 2,ji haan mera address hsr layout hai sector 2,0.0,0.0,True,0.554
12_btmlayout_noisy.wav,sarvam-saaras-v3,BTM Layout,noisy,male,btm layout mein hoon yaar stage 1 side,bpm layout mein hun yaar cage one side,0.5,0.2105,True,0.394
13_majestic_rushed.wav,sarvam-saaras-v3,Majestic,rushed,male,main abhi majestic bus stand ke paas hoon thoda wait karo,main abhi majestic bus ke paas hoon thoda wait karo,0.0909,0.1053,True,0.663
14_silkboard_noisy.wav,sarvam-saaras-v3,Silk Board,noisy,male,yaar silk board pe bahut jam hai ek ghante se khada hoon,yaar silk board pe bahut jam hai ekek ghante se khada hoon,0.0833,0.0357,True,0.646
15_bellandur_quiet.wav,sarvam-saaras-v3,Bellandur,quiet,male,bellandur lake ke paas ek pg mein rehta hoon,belandur lake ke paas ek pgm rehta hua,0.4444,0.1818,True,0.523
16_sarjapur_whispered.wav,sarvam-saaras-v3,Sarjapur,whispered,female,sarjarpur road pe shift ho gaya hoon main pichhle mahine,sir charpur road pe shift ho gaye ho mein pichle mein gai ne,0.9,0.2857,False,0.424
17_bommanahalli_noisy.wav,sarvam-saaras-v3,Bommanahalli,noisy,male,bommanahalli mein kaam dhundh raha hoon koi vacancy hai kya,bommanahalli mein kaam dhoondh raha hoon koi vacancy hai kya,0.1,0.0339,True,0.783
18_krpuram_rushed.wav,sarvam-saaras-v3,KR Puram,rushed,male,kr puram station ke paas hoon baad mein baat karta hoon,kr puram station ke paas hun baad mein hum baat karta hun,0.2727,0.1455,True,0.555
19_peenya_quiet.wav,sarvam-saaras-v3,Peenya,quiet,female,peenya industrial area mein ek factory mein kaam karta hoon,penia industrial area mein ek factory mein hum kaam karta hoon,0.2,0.1017,False,0.566
20_yeshwanthpur_noisy.wav,sarvam-saaras-v3,Yeshwanthpur,noisy,male,haan bhai yeshwanthpur station ke paas hi rehta hoon,hi bhai yashchandrapur station ke paas rehta hoon,0.3333,0.2308,False,0.814
21_koramangala_english_quiet.wav,sarvam-saaras-v3,Koramangala,quiet,male,yes im currently staying in koramangala near the sony signal area,yes i am currently staying in koramangala near the sony signal area,0.1818,0.0308,True,0.551
22_indiranagar_english_noisy.wav,sarvam-saaras-v3,Indiranagar,noisy,female,can you send the package to my indiranagar address before friday evening,can you send the package to my indiranagar address before friday evening,0.0,0.0,True,0.515
01_koramangala_quiet.wav,whisper-medium,Koramangala,quiet,male,haan bhai main koramangala mein rehta hoon near sony world signal,ह बई म करम अगल म रहत ह नय सन वरड सखनल,1.0909,0.8462,False,15.468
02_indiranagar_noisy.wav,whisper-medium,Indiranagar,noisy,female,mera ghar indiranagar mein hai hundred feet road ke paas,मर कहर इदरनगर म ह 100 फट रड क पस,1.0,0.8393,True,12.484
03_whitefield_quiet.wav,whisper-medium,Whitefield,quiet,female,main whitefield se hoon office bhi wahee hai,म वईट फल स ह और फज भ वह ह,1.25,0.8409,False,10.653
04_electroniccity_noisy.wav,whisper-medium,Electronic City,noisy,male,haan sir electronic city phase 1 mein kaam karta hoon,हइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइपइप,1.0,1.6792,False,31.585
05_marathahalli_whispered.wav,whisper-medium,Marathahalli,whispered,male,abhi marathahalli bridge ke paas hoon thoda busy area hai,अभ मरतल बढजक पसन तड अभ सरय ह,1.0,0.8772,True,11.563
06_jayanagar_quiet.wav,whisper-medium,Jayanagar,quiet,male,main jayanagar mein rehta hoon fourth block,म जनकर म रत ह 4 पलक,1.0,0.8605,True,10.168
07_rajajinagar_noisy.wav,whisper-medium,Rajajinagar,noisy,male,rajajinagar mein ek room dhoondh raha hoon budget kam hai,रयजतनकर म रम दनद रह ह बरजत कम ह,1.0,0.8596,True,11.478
08_hebbal_rushed.wav,whisper-medium,Hebbal,rushed,female,haa haa hebbal flyover ke paas rehta hoon jaldi batao,ह ह ह बलफलयर क पस रलत ह जलद बत ह,1.1,0.8302,False,12.229
09_yelahanka_quiet.wav,whisper-medium,Yelahanka,quiet,male,yelahanka mein ek naya flat liya hai humne,यलहग म एक नह फलट लय ह हमन,1.0,0.8333,True,11.16
10_banashankari_noisy.wav,whisper-medium,Banashankari,noisy,female,banashankari second stage mein rehta hoon bhai,बनशगर सकन सकज म रहत हबई,1.0,0.8913,True,11.819
11_hsrlayout_quiet.wav,whisper-medium,HSR Layout,quiet,male,ji haan mera address hsr layout hai sector 2,ज ह मर अडरस हसर ल वट ह सकटर ट,1.1111,0.8182,False,11.183
12_btmlayout_noisy.wav,whisper-medium,BTM Layout,noisy,male,btm layout mein hoon yaar stage 1 side,बटम लवट म ह यर कगआ सड,1.0,0.8421,False,10.585
13_majestic_rushed.wav,whisper-medium,Majestic,rushed,male,main abhi majestic bus stand ke paas hoon thoda wait karo,म अभ मजसचक बस क बसन तड वट कर,1.0,0.8596,True,11.756
14_silkboard_noisy.wav,whisper-medium,Silk Board,noisy,male,yaar silk board pe bahut jam hai ek ghante se khada hoon,यर सलबरत बक जन ह एक जड स खड ह,1.0,0.8393,False,11.276
15_bellandur_quiet.wav,whisper-medium,Bellandur,quiet,male,bellandur lake ke paas ek pg mein rehta hoon,बलनदर लक क पस एक पज म रहत ह,1.0,0.8182,True,12.378
16_sarjapur_whispered.wav,whisper-medium,Sarjapur,whispered,female,sarjarpur road pe shift ho gaya hoon main pichhle mahine,सरचरप रट भ शफट ह गई ह म भचल महन,1.0,0.8393,True,12.711
17_bommanahalli_noisy.wav,whisper-medium,Bommanahalli,noisy,male,bommanahalli mein kaam dhundh raha hoon koi vacancy hai kya,बममनहलम कम दन रह ह कई वकनस ह कय,1.0,0.8644,True,10.938
18_krpuram_rushed.wav,whisper-medium,KR Puram,rushed,male,kr puram station ke paas hoon baad mein baat karta hoon,क आरपरम सटशन क पस ह बद म बत करत ह,1.0,0.8182,True,11.464
19_peenya_quiet.wav,whisper-medium,Peenya,quiet,female,peenya industrial area mein ek factory mein kaam karta hoon,pa industrial area म factory म कम करत ह,0.7,0.4746,False,12.488
20_yeshwanthpur_noisy.wav,whisper-medium,Yeshwanthpur,noisy,male,haan bhai yeshwanthpur station ke paas hi rehta hoon,ह बई इसतनदबरपषय क पस रह ह,1.0,0.8846,True,11.129
21_koramangala_english_quiet.wav,whisper-medium,Koramangala,quiet,male,yes im currently staying in koramangala near the sony signal area,yes i am currently staying in korimangala near the sony signal area,0.2727,0.0462,True,9.346
22_indiranagar_english_noisy.wav,whisper-medium,Indiranagar,noisy,female,can you send the package to my indiranagar address before friday evening,can you send the package to my indira nagar address before friday evening,0.1667,0.0139,True,9.124
